order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
1093,2946,3,null,9,60,EUR,NEW,2023-01-01T12:00:00.000+0000
1094,2018,6,null,5,16,CAD,NEW,2023-01-01T12:00:00.000+0000
1095,1390,5,null,10,89,CAD,NEW,2023-01-01T12:00:00.000+0000
1096,913,4,null,7,77,INR,NEW,2023-01-01T12:00:00.000+0000
1097,2853,3,null,3,35,CAD,NEW,2023-01-01T12:00:00.000+0000
1098,2861,4,null,7,69,USD,NEW,2023-01-01T12:00:00.000+0000
1099,710,5,null,8,82,USD,NEW,2023-01-01T12:00:00.000+0000
1100,2505,8,null,7,97,USD,NEW,2023-01-01T12:00:00.000+0000
1101,2260,2,null,3,72,USD,NEW,2023-01-01T12:00:00.000+0000
1102,1981,4,null,8,22,INR,NEW,2023-01-01T12:00:00.000+0000
1103,2555,3,null,7,86,USD,NEW,2023-01-01T12:00:00.000+0000
1104,266,7,null,10,4,USD,NEW,2023-01-01T12:00:00.000+0000
1105,531,3,null,6,97,EUR,NEW,2023-01-01T12:00:00.000+0000
1106,1564,2,null,7,97,INR,NEW,2023-01-01T12:00:00.000+0000
1107,1159,3,null,2,29,CAD,NEW,2023-01-01T12:00:00.000+0000
1108,1867,8,null,9,24,INR,NEW,2023-01-01T12:00:00.000+0000
1109,506,5,null,10,89,INR,NEW,2023-01-01T12:00:00.000+0000
1110,1019,4,null,1,84,EUR,NEW,2023-01-01T12:00:00.000+0000
1111,2426,8,null,3,36,CAD,NEW,2023-01-01T12:00:00.000+0000
1112,1479,6,null,10,0,EUR,NEW,2023-01-01T12:00:00.000+0000
1113,1621,9,null,6,95,USD,NEW,2023-01-01T12:00:00.000+0000
1114,2725,3,null,6,71,EUR,NEW,2023-01-01T12:00:00.000+0000
1115,2915,2,null,1,91,USD,NEW,2023-01-01T12:00:00.000+0000
1116,148,6,null,6,81,USD,NEW,2023-01-01T12:00:00.000+0000
1117,2297,8,null,5,41,CAD,NEW,2023-01-01T12:00:00.000+0000
1118,1687,5,null,5,87,INR,NEW,2023-01-01T12:00:00.000+0000
1119,662,9,null,8,3,INR,NEW,2023-01-01T12:00:00.000+0000
1120,1734,1,null,8,75,INR,NEW,2023-01-01T12:00:00.000+0000
1121,388,5,null,10,2,EUR,NEW,2023-01-01T12:00:00.000+0000
1122,382,9,null,2,78,EUR,NEW,2023-01-01T12:00:00.000+0000
1123,904,6,null,7,17,USD,NEW,2023-01-01T12:00:00.000+0000
1124,448,1,null,3,73,EUR,NEW,2023-01-01T12:00:00.000+0000
1125,755,3,null,6,22,CAD,NEW,2023-01-01T12:00:00.000+0000
1126,585,10,null,4,61,USD,NEW,2023-01-01T12:00:00.000+0000
1127,778,9,null,8,83,CAD,NEW,2023-01-01T12:00:00.000+0000
1128,1047,8,null,1,64,USD,NEW,2023-01-01T12:00:00.000+0000
1129,74,2,null,7,29,EUR,NEW,2023-01-01T12:00:00.000+0000
1130,972,9,null,5,34,USD,NEW,2023-01-01T12:00:00.000+0000
1131,839,6,null,7,15,EUR,NEW,2023-01-01T12:00:00.000+0000
1132,536,4,null,7,90,EUR,NEW,2023-01-01T12:00:00.000+0000
1133,1705,3,null,7,6,EUR,NEW,2023-01-01T12:00:00.000+0000
1134,137,1,null,1,3,USD,NEW,2023-01-01T12:00:00.000+0000
1135,2692,1,null,3,49,CAD,NEW,2023-01-01T12:00:00.000+0000
1136,2206,3,null,5,34,CAD,NEW,2023-01-01T12:00:00.000+0000
1137,2023,3,null,9,26,CAD,NEW,2023-01-01T12:00:00.000+0000
1138,2330,5,null,7,27,EUR,NEW,2023-01-01T12:00:00.000+0000
1139,395,5,null,10,24,INR,NEW,2023-01-01T12:00:00.000+0000
1140,2976,10,null,6,33,USD,NEW,2023-01-01T12:00:00.000+0000
1141,2999,5,null,1,54,USD,NEW,2023-01-01T12:00:00.000+0000
1142,115,2,null,6,80,USD,NEW,2023-01-01T12:00:00.000+0000
1143,1402,4,null,4,85,USD,NEW,2023-01-01T12:00:00.000+0000
1144,932,5,null,3,44,CAD,NEW,2023-01-01T12:00:00.000+0000
1145,1828,4,null,6,36,CAD,NEW,2023-01-01T12:00:00.000+0000
1146,27,8,null,4,81,CAD,NEW,2023-01-01T12:00:00.000+0000
1147,2354,3,null,10,97,CAD,NEW,2023-01-01T12:00:00.000+0000
1148,829,7,null,7,0,USD,NEW,2023-01-01T12:00:00.000+0000
1149,1296,2,null,2,87,USD,NEW,2023-01-01T12:00:00.000+0000
1150,2502,9,null,5,75,EUR,NEW,2023-01-01T12:00:00.000+0000
1151,2734,3,null,1,82,USD,NEW,2023-01-01T12:00:00.000+0000
1152,283,5,null,10,56,USD,NEW,2023-01-01T12:00:00.000+0000
1153,2133,8,null,10,45,INR,NEW,2023-01-01T12:00:00.000+0000
1154,136,2,null,7,26,CAD,NEW,2023-01-01T12:00:00.000+0000
1155,1709,3,null,6,44,USD,NEW,2023-01-01T12:00:00.000+0000
1156,405,4,null,10,21,USD,NEW,2023-01-01T12:00:00.000+0000
1157,689,7,null,4,96,INR,NEW,2023-01-01T12:00:00.000+0000
1158,1935,4,null,6,64,EUR,NEW,2023-01-01T12:00:00.000+0000
1159,526,5,null,3,60,INR,NEW,2023-01-01T12:00:00.000+0000
1160,1249,6,null,9,56,EUR,NEW,2023-01-01T12:00:00.000+0000
1161,1682,7,null,5,6,USD,NEW,2023-01-01T12:00:00.000+0000
1162,1002,3,null,3,71,INR,NEW,2023-01-01T12:00:00.000+0000
1163,309,4,null,7,10,USD,NEW,2023-01-01T12:00:00.000+0000
1164,1731,2,null,5,87,INR,NEW,2023-01-01T12:00:00.000+0000
1165,906,10,null,6,34,EUR,NEW,2023-01-01T12:00:00.000+0000
1166,924,10,null,7,56,USD,NEW,2023-01-01T12:00:00.000+0000
1167,2963,9,null,8,1,EUR,NEW,2023-01-01T12:00:00.000+0000
1168,2076,3,null,3,88,INR,NEW,2023-01-01T12:00:00.000+0000
1169,1786,10,null,6,99,CAD,NEW,2023-01-01T12:00:00.000+0000
1170,2192,5,null,4,7,CAD,NEW,2023-01-01T12:00:00.000+0000
1171,545,7,null,3,84,USD,NEW,2023-01-01T12:00:00.000+0000
1172,1300,7,null,1,27,CAD,NEW,2023-01-01T12:00:00.000+0000
1173,2924,8,null,6,14,CAD,NEW,2023-01-01T12:00:00.000+0000
1174,1394,5,null,6,73,INR,NEW,2023-01-01T12:00:00.000+0000
1175,2953,9,null,7,30,CAD,NEW,2023-01-01T12:00:00.000+0000
1176,2432,5,null,2,50,EUR,NEW,2023-01-01T12:00:00.000+0000
1177,2314,8,null,3,37,EUR,NEW,2023-01-01T12:00:00.000+0000
1178,1775,10,null,9,68,CAD,NEW,2023-01-01T12:00:00.000+0000
1179,253,4,null,10,21,INR,NEW,2023-01-01T12:00:00.000+0000
1180,2118,9,null,7,66,INR,NEW,2023-01-01T12:00:00.000+0000
1181,2115,7,null,5,31,CAD,NEW,2023-01-01T12:00:00.000+0000
1182,1182,9,null,8,31,INR,NEW,2023-01-01T12:00:00.000+0000
1183,21,10,null,8,54,INR,NEW,2023-01-01T12:00:00.000+0000
1184,512,10,null,8,79,USD,NEW,2023-01-01T12:00:00.000+0000
1185,530,1,null,6,58,EUR,NEW,2023-01-01T12:00:00.000+0000
1186,1244,5,null,3,75,INR,NEW,2023-01-01T12:00:00.000+0000
1187,461,10,null,8,7,CAD,NEW,2023-01-01T12:00:00.000+0000
1188,2664,9,null,4,66,INR,NEW,2023-01-01T12:00:00.000+0000
1189,2025,2,null,5,15,INR,NEW,2023-01-01T12:00:00.000+0000
1190,1132,10,null,8,71,EUR,NEW,2023-01-01T12:00:00.000+0000
1191,2460,6,null,1,60,INR,NEW,2023-01-01T12:00:00.000+0000
1192,885,2,null,10,62,USD,NEW,2023-01-01T12:00:00.000+0000
1193,228,9,null,6,15,CAD,NEW,2023-01-01T12:00:00.000+0000
1194,272,1,null,1,62,USD,NEW,2023-01-01T12:00:00.000+0000
1195,2758,9,null,2,84,EUR,NEW,2023-01-01T12:00:00.000+0000
1196,136,7,null,5,96,INR,NEW,2023-01-01T12:00:00.000+0000
1197,2806,9,null,5,54,INR,NEW,2023-01-01T12:00:00.000+0000
1198,2985,6,null,3,54,CAD,NEW,2023-01-01T12:00:00.000+0000
1199,2911,10,null,3,96,INR,NEW,2023-01-01T12:00:00.000+0000
1200,365,6,null,8,52,INR,NEW,2023-01-01T12:00:00.000+0000
1201,1872,6,null,9,46,EUR,NEW,2023-01-01T12:00:00.000+0000
1202,680,7,null,10,75,INR,NEW,2023-01-01T12:00:00.000+0000
1203,2919,2,null,9,8,CAD,NEW,2023-01-01T12:00:00.000+0000
1204,1905,6,null,3,31,INR,NEW,2023-01-01T12:00:00.000+0000
1205,2030,3,null,6,8,INR,NEW,2023-01-01T12:00:00.000+0000
1206,101,10,null,5,60,USD,NEW,2023-01-01T12:00:00.000+0000
1207,1653,4,null,9,55,USD,NEW,2023-01-01T12:00:00.000+0000
1208,226,1,null,8,36,USD,NEW,2023-01-01T12:00:00.000+0000
1209,1503,10,null,10,28,USD,NEW,2023-01-01T12:00:00.000+0000
1210,620,8,null,2,66,INR,NEW,2023-01-01T12:00:00.000+0000
1211,224,3,null,4,65,EUR,NEW,2023-01-01T12:00:00.000+0000
1212,116,3,null,9,20,EUR,NEW,2023-01-01T12:00:00.000+0000
1213,1344,1,null,2,51,CAD,NEW,2023-01-01T12:00:00.000+0000
1214,1155,9,null,9,25,INR,NEW,2023-01-01T12:00:00.000+0000
1215,2091,5,null,4,16,EUR,NEW,2023-01-01T12:00:00.000+0000
1216,1811,8,null,3,3,EUR,NEW,2023-01-01T12:00:00.000+0000
1217,1409,5,null,5,92,CAD,NEW,2023-01-01T12:00:00.000+0000
1218,1430,1,null,5,44,CAD,NEW,2023-01-01T12:00:00.000+0000
1219,2205,4,null,9,53,USD,NEW,2023-01-01T12:00:00.000+0000
1220,1700,8,null,4,35,EUR,NEW,2023-01-01T12:00:00.000+0000
1221,1267,10,null,10,77,INR,NEW,2023-01-01T12:00:00.000+0000
1222,1081,10,null,8,4,USD,NEW,2023-01-01T12:00:00.000+0000
1223,2918,6,null,1,48,INR,NEW,2023-01-01T12:00:00.000+0000
1224,66,5,null,10,66,USD,NEW,2023-01-01T12:00:00.000+0000
1225,1721,10,null,10,55,INR,NEW,2023-01-01T12:00:00.000+0000
1226,2305,10,null,4,34,CAD,NEW,2023-01-01T12:00:00.000+0000
1227,2298,6,null,1,13,EUR,NEW,2023-01-01T12:00:00.000+0000
1228,276,5,null,8,0,EUR,NEW,2023-01-01T12:00:00.000+0000
1229,2910,10,null,9,28,INR,NEW,2023-01-01T12:00:00.000+0000
1230,359,1,null,10,79,USD,NEW,2023-01-01T12:00:00.000+0000
1231,589,1,null,5,20,CAD,NEW,2023-01-01T12:00:00.000+0000
1232,2897,8,null,1,90,CAD,NEW,2023-01-01T12:00:00.000+0000
1233,1801,6,null,10,21,EUR,NEW,2023-01-01T12:00:00.000+0000
1234,2763,3,null,8,40,USD,NEW,2023-01-01T12:00:00.000+0000
1235,288,6,null,1,27,USD,NEW,2023-01-01T12:00:00.000+0000
1236,910,10,null,7,23,INR,NEW,2023-01-01T12:00:00.000+0000
1237,1994,3,null,10,70,EUR,NEW,2023-01-01T12:00:00.000+0000
1238,2908,5,null,4,56,EUR,NEW,2023-01-01T12:00:00.000+0000
1239,1681,6,null,8,46,EUR,NEW,2023-01-01T12:00:00.000+0000
1240,891,9,null,9,70,EUR,NEW,2023-01-01T12:00:00.000+0000
1241,2915,7,null,4,9,USD,NEW,2023-01-01T12:00:00.000+0000
1242,670,6,null,7,90,EUR,NEW,2023-01-01T12:00:00.000+0000
1243,667,7,null,5,50,INR,NEW,2023-01-01T12:00:00.000+0000
1244,967,5,null,6,10,CAD,NEW,2023-01-01T12:00:00.000+0000
1245,2004,7,null,6,47,CAD,NEW,2023-01-01T12:00:00.000+0000
1246,507,2,null,3,61,INR,NEW,2023-01-01T12:00:00.000+0000
1247,1099,5,null,5,26,INR,NEW,2023-01-01T12:00:00.000+0000
1248,281,6,null,1,6,INR,NEW,2023-01-01T12:00:00.000+0000
1249,2606,8,null,6,29,USD,NEW,2023-01-01T12:00:00.000+0000
1250,1225,4,null,8,88,EUR,NEW,2023-01-01T12:00:00.000+0000
1251,1856,3,null,7,98,EUR,NEW,2023-01-01T12:00:00.000+0000
1252,2114,7,null,5,63,EUR,NEW,2023-01-01T12:00:00.000+0000
1253,106,3,null,1,5,INR,NEW,2023-01-01T12:00:00.000+0000
1254,1797,8,null,5,33,USD,NEW,2023-01-01T12:00:00.000+0000
1255,1237,10,null,2,41,EUR,NEW,2023-01-01T12:00:00.000+0000
1256,1991,10,null,9,5,CAD,NEW,2023-01-01T12:00:00.000+0000
1257,2831,4,null,9,15,CAD,NEW,2023-01-01T12:00:00.000+0000
1258,1047,8,null,8,30,EUR,NEW,2023-01-01T12:00:00.000+0000
1259,2321,9,null,5,28,EUR,NEW,2023-01-01T12:00:00.000+0000
1260,1424,8,null,3,98,CAD,NEW,2023-01-01T12:00:00.000+0000
1261,571,10,null,4,39,CAD,NEW,2023-01-01T12:00:00.000+0000
1262,2546,6,null,1,21,USD,NEW,2023-01-01T12:00:00.000+0000
1263,2136,10,null,4,78,EUR,NEW,2023-01-01T12:00:00.000+0000
1264,2928,10,null,8,80,EUR,NEW,2023-01-01T12:00:00.000+0000
1265,1292,7,null,6,59,USD,NEW,2023-01-01T12:00:00.000+0000
1266,1508,9,null,8,60,USD,NEW,2023-01-01T12:00:00.000+0000
1267,1350,8,null,8,76,CAD,NEW,2023-01-01T12:00:00.000+0000
1268,963,6,null,1,15,USD,NEW,2023-01-01T12:00:00.000+0000
1269,3000,7,null,1,96,USD,NEW,2023-01-01T12:00:00.000+0000
1270,247,10,null,3,71,INR,NEW,2023-01-01T12:00:00.000+0000
1271,651,7,null,5,99,USD,NEW,2023-01-01T12:00:00.000+0000
1272,1621,3,null,5,97,USD,NEW,2023-01-01T12:00:00.000+0000
1273,727,8,null,3,84,USD,NEW,2023-01-01T12:00:00.000+0000
1274,2849,2,null,4,34,USD,NEW,2023-01-01T12:00:00.000+0000
1275,2259,8,null,5,11,INR,NEW,2023-01-01T12:00:00.000+0000
1276,2211,10,null,9,54,CAD,NEW,2023-01-01T12:00:00.000+0000
1277,550,1,null,7,37,INR,NEW,2023-01-01T12:00:00.000+0000
1278,914,2,null,1,4,USD,NEW,2023-01-01T12:00:00.000+0000
1279,6,10,null,3,26,EUR,NEW,2023-01-01T12:00:00.000+0000
1280,87,2,null,10,36,USD,NEW,2023-01-01T12:00:00.000+0000
1281,2223,6,null,2,95,INR,NEW,2023-01-01T12:00:00.000+0000
1282,1103,1,null,9,11,EUR,NEW,2023-01-01T12:00:00.000+0000
1283,1469,7,null,10,94,INR,NEW,2023-01-01T12:00:00.000+0000
1284,2602,10,null,10,38,CAD,NEW,2023-01-01T12:00:00.000+0000
1285,1090,1,null,5,59,INR,NEW,2023-01-01T12:00:00.000+0000
1286,2494,6,null,8,13,EUR,NEW,2023-01-01T12:00:00.000+0000
1287,2053,2,null,9,71,USD,NEW,2023-01-01T12:00:00.000+0000
1288,2611,9,null,7,55,EUR,NEW,2023-01-01T12:00:00.000+0000
1289,2512,1,null,1,85,EUR,NEW,2023-01-01T12:00:00.000+0000
1290,1343,2,null,3,33,USD,NEW,2023-01-01T12:00:00.000+0000
1291,481,5,null,4,82,CAD,NEW,2023-01-01T12:00:00.000+0000
1292,717,2,null,1,84,EUR,NEW,2023-01-01T12:00:00.000+0000
1293,1258,5,null,5,85,INR,NEW,2023-01-01T12:00:00.000+0000
1294,1692,7,null,6,26,INR,NEW,2023-01-01T12:00:00.000+0000
1295,2654,9,null,2,6,INR,NEW,2023-01-01T12:00:00.000+0000
1296,1249,3,null,5,7,INR,NEW,2023-01-01T12:00:00.000+0000
1297,2239,9,null,6,26,EUR,NEW,2023-01-01T12:00:00.000+0000
1298,1456,5,null,6,41,CAD,NEW,2023-01-01T12:00:00.000+0000
1299,1865,4,null,3,24,CAD,NEW,2023-01-01T12:00:00.000+0000
1300,2491,7,null,3,18,EUR,NEW,2023-01-01T12:00:00.000+0000
1301,2640,7,null,4,62,EUR,NEW,2023-01-01T12:00:00.000+0000
1302,1385,6,null,8,84,CAD,NEW,2023-01-01T12:00:00.000+0000
1303,2764,4,null,9,46,EUR,NEW,2023-01-01T12:00:00.000+0000
1304,2989,4,null,8,62,USD,NEW,2023-01-01T12:00:00.000+0000
1305,1552,3,null,9,55,CAD,NEW,2023-01-01T12:00:00.000+0000
1306,2394,10,null,6,77,EUR,NEW,2023-01-01T12:00:00.000+0000
1307,2156,4,null,9,47,USD,NEW,2023-01-01T12:00:00.000+0000
1308,889,8,null,6,84,CAD,NEW,2023-01-01T12:00:00.000+0000
1309,1841,5,null,2,77,CAD,NEW,2023-01-01T12:00:00.000+0000
1310,808,1,null,3,55,EUR,NEW,2023-01-01T12:00:00.000+0000
1311,2123,1,null,8,4,INR,NEW,2023-01-01T12:00:00.000+0000
1312,1228,1,null,2,16,CAD,NEW,2023-01-01T12:00:00.000+0000
1313,2229,6,null,2,17,EUR,NEW,2023-01-01T12:00:00.000+0000
1314,2893,2,null,2,16,EUR,NEW,2023-01-01T12:00:00.000+0000
1315,1179,6,null,3,40,CAD,NEW,2023-01-01T12:00:00.000+0000
1316,425,6,null,1,23,USD,NEW,2023-01-01T12:00:00.000+0000
1317,1047,6,null,5,79,EUR,NEW,2023-01-01T12:00:00.000+0000
1318,2818,10,null,6,14,EUR,NEW,2023-01-01T12:00:00.000+0000
1319,456,5,null,9,71,CAD,NEW,2023-01-01T12:00:00.000+0000
1320,851,8,null,9,42,USD,NEW,2023-01-01T12:00:00.000+0000
1321,2929,6,null,2,22,USD,NEW,2023-01-01T12:00:00.000+0000
1322,2459,8,null,9,74,USD,NEW,2023-01-01T12:00:00.000+0000
1323,1064,10,null,8,24,INR,NEW,2023-01-01T12:00:00.000+0000
1324,769,4,null,7,29,EUR,NEW,2023-01-01T12:00:00.000+0000
1325,1937,2,null,9,86,USD,NEW,2023-01-01T12:00:00.000+0000
1326,1367,7,null,3,30,EUR,NEW,2023-01-01T12:00:00.000+0000
1327,491,8,null,9,79,CAD,NEW,2023-01-01T12:00:00.000+0000
1328,998,3,null,5,84,INR,NEW,2023-01-01T12:00:00.000+0000
1329,1543,8,null,2,79,USD,NEW,2023-01-01T12:00:00.000+0000
1330,1356,2,null,5,12,CAD,NEW,2023-01-01T12:00:00.000+0000
1331,1397,9,null,2,88,CAD,NEW,2023-01-01T12:00:00.000+0000
1332,2730,6,null,4,46,CAD,NEW,2023-01-01T12:00:00.000+0000
1333,2513,7,null,8,76,CAD,NEW,2023-01-01T12:00:00.000+0000
1334,172,1,null,8,82,CAD,NEW,2023-01-01T12:00:00.000+0000
1335,1994,10,null,10,66,EUR,NEW,2023-01-01T12:00:00.000+0000
1336,790,5,null,9,52,CAD,NEW,2023-01-01T12:00:00.000+0000
1337,249,1,null,1,57,USD,NEW,2023-01-01T12:00:00.000+0000
1338,92,10,null,7,72,CAD,NEW,2023-01-01T12:00:00.000+0000
1339,2502,9,null,3,50,USD,NEW,2023-01-01T12:00:00.000+0000
1340,2331,6,null,8,65,INR,NEW,2023-01-01T12:00:00.000+0000
1341,215,1,null,5,35,USD,NEW,2023-01-01T12:00:00.000+0000
1342,1117,10,null,5,34,EUR,NEW,2023-01-01T12:00:00.000+0000
1343,893,2,null,6,34,EUR,NEW,2023-01-01T12:00:00.000+0000
1344,2752,10,null,3,0,INR,NEW,2023-01-01T12:00:00.000+0000
1345,740,5,null,10,31,INR,NEW,2023-01-01T12:00:00.000+0000
1346,2433,1,null,1,94,CAD,NEW,2023-01-01T12:00:00.000+0000
1347,1801,8,null,10,97,USD,NEW,2023-01-01T12:00:00.000+0000
1348,1505,9,null,4,57,EUR,NEW,2023-01-01T12:00:00.000+0000
1349,971,6,null,9,31,USD,NEW,2023-01-01T12:00:00.000+0000
1350,576,6,null,3,56,INR,NEW,2023-01-01T12:00:00.000+0000
1351,66,9,null,2,75,EUR,NEW,2023-01-01T12:00:00.000+0000
1352,2478,1,null,6,71,EUR,NEW,2023-01-01T12:00:00.000+0000
1353,2440,4,null,5,57,CAD,NEW,2023-01-01T12:00:00.000+0000
1354,2721,7,null,9,2,CAD,NEW,2023-01-01T12:00:00.000+0000
1355,2982,7,null,8,55,USD,NEW,2023-01-01T12:00:00.000+0000
1356,1046,3,null,7,72,USD,NEW,2023-01-01T12:00:00.000+0000
1357,1542,6,null,4,67,CAD,NEW,2023-01-01T12:00:00.000+0000
1358,2075,5,null,8,69,EUR,NEW,2023-01-01T12:00:00.000+0000
1359,1911,3,null,8,57,EUR,NEW,2023-01-01T12:00:00.000+0000
1360,2388,3,null,8,44,CAD,NEW,2023-01-01T12:00:00.000+0000
1361,145,2,null,8,91,USD,NEW,2023-01-01T12:00:00.000+0000
1362,1951,4,null,5,63,USD,NEW,2023-01-01T12:00:00.000+0000
1363,80,4,null,4,25,INR,NEW,2023-01-01T12:00:00.000+0000
1364,2551,1,null,8,25,CAD,NEW,2023-01-01T12:00:00.000+0000
1365,740,10,null,2,71,EUR,NEW,2023-01-01T12:00:00.000+0000
1366,427,8,null,2,64,EUR,NEW,2023-01-01T12:00:00.000+0000
1367,443,10,null,9,22,INR,NEW,2023-01-01T12:00:00.000+0000
1368,157,4,null,6,69,CAD,NEW,2023-01-01T12:00:00.000+0000
1369,2100,5,null,8,43,INR,NEW,2023-01-01T12:00:00.000+0000
1370,2210,4,null,5,67,CAD,NEW,2023-01-01T12:00:00.000+0000
1371,739,9,null,3,6,CAD,NEW,2023-01-01T12:00:00.000+0000
1372,2759,9,null,6,35,CAD,NEW,2023-01-01T12:00:00.000+0000
1373,212,6,null,5,34,INR,NEW,2023-01-01T12:00:00.000+0000
1374,729,5,null,10,7,CAD,NEW,2023-01-01T12:00:00.000+0000
1375,2674,8,null,8,74,EUR,NEW,2023-01-01T12:00:00.000+0000
1376,2224,9,null,3,45,USD,NEW,2023-01-01T12:00:00.000+0000
1377,217,10,null,7,56,EUR,NEW,2023-01-01T12:00:00.000+0000
1378,8,5,null,7,16,EUR,NEW,2023-01-01T12:00:00.000+0000
1379,1893,6,null,6,23,USD,NEW,2023-01-01T12:00:00.000+0000
1380,2963,4,null,4,92,INR,NEW,2023-01-01T12:00:00.000+0000
1381,250,4,null,8,7,INR,NEW,2023-01-01T12:00:00.000+0000
1382,2584,6,null,8,46,CAD,NEW,2023-01-01T12:00:00.000+0000
1383,97,8,null,7,38,USD,NEW,2023-01-01T12:00:00.000+0000
1384,1394,3,null,7,97,EUR,NEW,2023-01-01T12:00:00.000+0000
1385,928,5,null,6,30,INR,NEW,2023-01-01T12:00:00.000+0000
1386,1195,9,null,9,65,USD,NEW,2023-01-01T12:00:00.000+0000
1387,1096,3,null,4,26,USD,NEW,2023-01-01T12:00:00.000+0000
1388,950,9,null,3,91,USD,NEW,2023-01-01T12:00:00.000+0000
1389,1465,9,null,9,44,CAD,NEW,2023-01-01T12:00:00.000+0000
1390,2812,5,null,3,48,CAD,NEW,2023-01-01T12:00:00.000+0000
1391,257,9,null,1,77,CAD,NEW,2023-01-01T12:00:00.000+0000
1392,2597,4,null,6,76,USD,NEW,2023-01-01T12:00:00.000+0000
1393,367,8,null,4,98,EUR,NEW,2023-01-01T12:00:00.000+0000
1394,1548,2,null,3,3,CAD,NEW,2023-01-01T12:00:00.000+0000
1395,1980,3,null,4,35,INR,NEW,2023-01-01T12:00:00.000+0000
1396,1711,6,null,5,80,USD,NEW,2023-01-01T12:00:00.000+0000
1397,2666,7,null,2,81,INR,NEW,2023-01-01T12:00:00.000+0000
1398,191,7,null,4,22,USD,NEW,2023-01-01T12:00:00.000+0000
1399,348,8,null,8,12,INR,NEW,2023-01-01T12:00:00.000+0000
1400,1353,7,null,1,4,INR,NEW,2023-01-01T12:00:00.000+0000
1401,2600,7,null,4,6,USD,NEW,2023-01-01T12:00:00.000+0000
1402,2499,9,null,2,92,EUR,NEW,2023-01-01T12:00:00.000+0000
1403,1571,5,null,3,79,USD,NEW,2023-01-01T12:00:00.000+0000
1404,23,6,null,8,49,CAD,NEW,2023-01-01T12:00:00.000+0000
1405,2354,9,null,8,36,USD,NEW,2023-01-01T12:00:00.000+0000
1406,400,8,null,10,27,USD,NEW,2023-01-01T12:00:00.000+0000
1407,1298,10,null,5,28,CAD,NEW,2023-01-01T12:00:00.000+0000
1408,216,8,null,8,5,USD,NEW,2023-01-01T12:00:00.000+0000
1409,1554,4,null,1,76,CAD,NEW,2023-01-01T12:00:00.000+0000
1410,2876,1,null,7,58,EUR,NEW,2023-01-01T12:00:00.000+0000
1411,2457,2,null,5,98,CAD,NEW,2023-01-01T12:00:00.000+0000
1412,1796,2,null,3,52,CAD,NEW,2023-01-01T12:00:00.000+0000
1413,1604,3,null,10,74,USD,NEW,2023-01-01T12:00:00.000+0000
1414,368,3,null,6,46,CAD,NEW,2023-01-01T12:00:00.000+0000
1415,404,10,null,8,50,CAD,NEW,2023-01-01T12:00:00.000+0000
1416,1152,9,null,4,18,EUR,NEW,2023-01-01T12:00:00.000+0000
1417,2624,10,null,5,48,USD,NEW,2023-01-01T12:00:00.000+0000
1418,415,5,null,5,2,INR,NEW,2023-01-01T12:00:00.000+0000
1419,1586,6,null,1,23,INR,NEW,2023-01-01T12:00:00.000+0000
1420,483,3,null,9,3,USD,NEW,2023-01-01T12:00:00.000+0000
1421,1398,3,null,2,16,INR,NEW,2023-01-01T12:00:00.000+0000
1422,816,6,null,6,80,EUR,NEW,2023-01-01T12:00:00.000+0000
1423,1436,9,null,2,16,CAD,NEW,2023-01-01T12:00:00.000+0000
1424,1786,3,null,3,84,USD,NEW,2023-01-01T12:00:00.000+0000
1425,1513,9,null,9,4,USD,NEW,2023-01-01T12:00:00.000+0000
1426,2073,10,null,6,26,EUR,NEW,2023-01-01T12:00:00.000+0000
1427,2427,7,null,3,18,USD,NEW,2023-01-01T12:00:00.000+0000
1428,24,4,null,6,14,CAD,NEW,2023-01-01T12:00:00.000+0000
1429,1617,7,null,3,34,USD,NEW,2023-01-01T12:00:00.000+0000
1430,1840,6,null,6,90,CAD,NEW,2023-01-01T12:00:00.000+0000
1431,2808,6,null,10,66,CAD,NEW,2023-01-01T12:00:00.000+0000
1432,343,1,null,6,35,EUR,NEW,2023-01-01T12:00:00.000+0000
1433,395,2,null,4,65,USD,NEW,2023-01-01T12:00:00.000+0000
1434,638,1,null,10,60,USD,NEW,2023-01-01T12:00:00.000+0000
1435,1498,10,null,9,44,CAD,NEW,2023-01-01T12:00:00.000+0000
1436,1798,9,null,4,21,INR,NEW,2023-01-01T12:00:00.000+0000
1437,1985,4,null,8,89,EUR,NEW,2023-01-01T12:00:00.000+0000
1438,1016,3,null,1,93,CAD,NEW,2023-01-01T12:00:00.000+0000
1439,2593,1,null,2,69,EUR,NEW,2023-01-01T12:00:00.000+0000
1440,1015,1,null,4,33,INR,NEW,2023-01-01T12:00:00.000+0000
1441,137,5,null,10,41,USD,NEW,2023-01-01T12:00:00.000+0000
1442,400,6,null,4,47,CAD,NEW,2023-01-01T12:00:00.000+0000
1443,1724,2,null,6,68,EUR,NEW,2023-01-01T12:00:00.000+0000
1444,1508,3,null,3,99,USD,NEW,2023-01-01T12:00:00.000+0000
1445,1865,7,null,1,60,CAD,NEW,2023-01-01T12:00:00.000+0000
1446,246,9,null,1,61,CAD,NEW,2023-01-01T12:00:00.000+0000
1447,1107,5,null,3,64,CAD,NEW,2023-01-01T12:00:00.000+0000
1448,2024,3,null,8,54,EUR,NEW,2023-01-01T12:00:00.000+0000
